-0.2725217937296224	-0.2735066671150513	-0.2747479917155159	-0.56721683	-0.57487087	-0.589736
-0.2718416761690541	-0.2762512592195368	-0.2692122055363554	-0.56288012	-0.60396794	-0.56425943
-0.3529286035830598	-0.2761329325374746	-0.1527839684789858	-0.73610955	-0.59413562	-0.32426162
-0.3598931510393452	-0.2687405865879599	-0.1487817459688443	-0.746978	-0.5772078	-0.32993185
-0.3619531340633501	-0.2724258208991072	-0.1384026871337219	-0.76548846	-0.57467116	-0.28944857
-0.3585296468221786	-0.2792397937432773	-0.1323315030405766	-0.76579402	-0.58025351	-0.27724606
-0.3648097469225348	-0.2742799558534113	-0.1291216362391353	-0.77006439	-0.57644017	-0.27334514
-0.3636352103435224	-0.2753794290481474	-0.1244050097604199	-0.76936335	-0.5807585	-0.26608195
-0.3606217641848238	-0.2807957045625314	-0.1220169758249567	-0.77305698	-0.58277651	-0.25050838
-0.3576192372218419	-0.2774903528503737	-0.1399583919344826	-0.75966669	-0.57992276	-0.29427217
-0.3689599800768808	-0.2719436364717711	-0.1182180013793663	-0.79930828	-0.54548565	-0.25209457
-0.3715596547167386	-0.2721055613851017	-0.1147004279682088	-0.77438165	-0.58630131	-0.23787359
-0.3551813001340201	-0.2922745369472132	-0.117355887963085	-0.75801612	-0.60307496	-0.2484193
-0.3604520950356002	-0.2689721633829815	-0.1474650393591967	-0.75665799	-0.5768898099999999	-0.30767976
-0.3539001406363546	-0.2811567824513403	-0.1393186580292088	-0.74206361	-0.60535343	-0.2879042
-0.2763020494137325	-0.3512454297743912	-0.1522889911923207	-0.58226793	-0.74835756	-0.31768697
-0.2711012023042709	-0.3488856132122921	-0.1688873309539241	-0.56546626	-0.74884045	-0.3456673
-0.2846237646688375	-0.3527060592464049	-0.1312727228572879	-0.61488842	-0.74218144	-0.26660632
-0.2915707846605585	-0.3519517735167959	-0.122153993069358	-0.6201891899999999	-0.74176873	-0.25523426
-0.2727516775527551	-0.3554339233386593	-0.1472027960111064	-0.5772348	-0.75061899	-0.32151378
-0.280610894770772	-0.3544101487835832	-0.13695500817548	-0.58810172	-0.75394013	-0.2927638
-0.294314297804934	-0.3528880761366733	-0.1157004007846327	-0.6308527	-0.73526541	-0.24780968
-0.280418875451598	-0.3501240367312966	-0.1421275656761474	-0.57815726	-0.75654629	-0.30556814
-0.2920818119133622	-0.350429770576112	-0.1229165899306675	-0.62371194	-0.74051312	-0.25024737
-0.2711411129987583	-0.3646155518745544	-0.1270587502587829	-0.57277915	-0.77704529	-0.261007
-0.3204159235839968	-0.2832827262553406	-0.203005584193385	-0.6749360599999999	-0.59727499	-0.43327116
-0.3231585118871511	-0.2714360405986418	-0.2141744930832474	-0.66938105	-0.58637764	-0.45616914
-0.3152982319496531	-0.2811512432971539	-0.2118269580993429	-0.68190443	-0.5841144700000001	-0.4402461
-0.3293665398239204	-0.2709514279384523	-0.2037805063658229	-0.70529824	-0.57470517	-0.41505224
-0.322399890635239	-0.2857826860289971	-0.1954941534124578	-0.67660106	-0.61013001	-0.4122528
-0.3111733106468086	-0.2944688853248419	-0.2009579745428812	-0.65046164	-0.62823648	-0.42687069
-0.3159686920043219	-0.2957131451349467	-0.1906227193352077	-0.6724182399999999	-0.6222287399999999	-0.40085547
-0.3185760914387294	-0.2868122389619954	-0.2021761565487545	-0.6544032400000001	-0.61777695	-0.43601381
-0.3161402740076497	-0.2881455028721714	-0.2015337471883399	-0.67119784	-0.61585754	-0.41256872
-0.328621233787713	-0.277754938132939	-0.1969719517758279	-0.68158721	-0.58875039	-0.43452485
-0.3209979290550872	-0.275614966696846	-0.2111281968951924	-0.68196658	-0.58473986	-0.43931866
-0.3104469176259534	-0.2802440909765214	-0.2210734507924434	-0.65100235	-0.59506048	-0.47127376
-0.2723138038825919	-0.3122951204995211	-0.2274798071138621	-0.58621204	-0.65706434	-0.47394293
-0.2834744233573335	-0.3270847713155892	-0.1904950132496902	-0.58447856	-0.70377044	-0.40384647
-0.2877398279170779	-0.3216425988040452	-0.1932506149666058	-0.6163294499999999	-0.67320987	-0.40856637
-0.2721129683717966	-0.3210055811373159	-0.2155631333389549	-0.56614672	-0.68517283	-0.45827511
-0.2769610409121353	-0.3288925004224628	-0.1971969158744528	-0.55945815	-0.71831267	-0.41356196
-0.2894047439186705	-0.3104327115712589	-0.2081385084384099	-0.60847589	-0.66294947	-0.43618241
-0.2868552154031788	-0.3142692445925411	-0.2064912806031569	-0.60408426	-0.65497572	-0.45397027
-0.2892571943730737	-0.3123812904570437	-0.2042371346519696	-0.60872104	-0.66716764	-0.42935538
-0.2706761707005989	-0.334230201160847	-0.1998911482058709	-0.57570498	-0.70654347	-0.41153384
-0.2761935584630784	-0.3222890310142674	-0.2097842619663745	-0.598347	-0.6773019	-0.42806893
-0.2785703079141853	-0.3328230754912566	-0.189636964100534	-0.58972441	-0.70523342	-0.39353647
-0.2881678524507635	-0.3214084265720861	-0.1919185826929109	-0.61562984	-0.67513812	-0.40643378
-0.2720831738807615	-0.336947338542639	-0.1948215773646026	-0.57975819	-0.70480923	-0.4088085
-0.291257855898223	-0.3107791928131295	-0.2036043424767157	-0.6114646	-0.66545868	-0.42810721
-0.2716606133816735	-0.3379934585842927	-0.1914368598359895	-0.56833476	-0.71057135	-0.41483003
-0.2817627443990429	-0.2691207139092598	-0.268085636668018	-0.58493767	-0.57185261	-0.57518042
-0.290165440080404	-0.2785097103837813	-0.2469177179341447	-0.61072079	-0.59152052	-0.52642529
-0.2829535228139725	-0.2856676066452605	-0.2442388774914264	-0.6073402	-0.60545647	-0.51435429
-0.2879032508902396	-0.2830516280969798	-0.2433382513888911	-0.6122746999999999	-0.60321026	-0.51113313
-0.2985580176144216	-0.2783403037547756	-0.2371487760898102	-0.62280114	-0.60386147	-0.49746363
